chartDate,rank,song_id,title,singer,lyric
2007,11,1568562,같은 베개...,테이,"하룻밤 자고나면 괜찮을거라
그 밤이 어느새 천번째 밤이야
니가 떠난 그 날부터 매일밤
나를 위로해 줬던건
언젠가 니가 내게 사준 베개야
한시도 떨어져 살수가 없을때
서로같은 베개위에서라도
꼭 잠들자고 약속했었던
똑같은 베개 베고서 잠이들면
어디서든 함께있는 거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
잠들때까지 전화기를 붙잡고
사랑한다는말 지겹게 나누고
두 베개가 하나되는
그 날을 그리며 행복했던 난
이제는 그 베개를 끌어 안고서
눈물을 흘리고 후회를 흘리고
너에게 다 미쳐주지 못했었던
나의 마음을 또 흘리지
똑같은 베개 베고서 잠이 들면
어디서든 함께 있는 거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
언젠가 잊혀질 날이 올 것 같아서
슬픔도 멈출날 올 것 같아서
외려 두려워 시간이
내 맘까지 앗아갈까
아직도 너만 꿈꾸고 있는 바보
이런 나도 잠들날이 올까봐
똑같은 베개 베고서 잠이들면
어디서든 함께 있는거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
사랑이 눕던 그 곳에 그 자리위에
영원토록 이별이 또 누워도
너와 똑같은 추억 하나 가진 난
그래도 너라서 고마워"
2007,12,1575129,수취인 불명,프리스타일,"안돼겠지
이젠
잘지내니
나는 요즘 그냥 그렇게 살어
예전보다 살만한데
맘은 그렇지 않아
안본지 오래됐어
요즘에 너는 어때
나같은거 이제는 별로
관심없겠지만
그건좀 어때
예전에 달고 살던 기침은
약좀 잘 챙겨먹어
고집부리지말구
감기라도 걸리면 넌
무척오래 가잖아
따뜻하게 좀 입고 다녀
멋부리지말고
요즘들어서 친구들이
내게 자꾸 말해
사랑은 다른 사랑으로
잊어버리라고
안쓰러운 눈빛으로
나를 보며말해
머리가 멍해지고 말라가는
병에 걸렸다고
길을걷다 멈춰서
한숨만 쉴꺼라고
이름을 불러도 잘
듣지 못할꺼라고
눈만 뜨고 있지
사는게 아니라고
당분간 그 심장은
잠시 멈출꺼라고
왜 이런거죠
내가 왜 이런거죠
아무렇지 않은데
왜 내가 힘들까요
내가 아픈가요
많이 아픈가요
난 아무렇지않죠
정말 아무렇지않죠 모든게
그래 니가 오늘하루
아무런일도없듯
나역시 오늘하루도
보통으로 살어
그런데 사람들이
나를 보며 말해
그러다 죽겠다고
이젠 좀 잊으라고
내색조차 안하려고
정말 애쓰는데 결국
아무리 숨겨봐도
나는 역시 안돼
그렇지
내가 하는 일이 다 그렇지 뭐
사랑하는 사람조차
볼수없으니까
오랜만에 니 생각나
편지한통 썼는데
그런데 마땅하게
어디로 보낼곳이 없어
사실은 나 미치도록
니가 보고싶고
많이 아파 너무도 힘들다고
말하려고했어
내가 지금 뭐를
어찌해야할지
어떻게 시작할지
너에게 물어보려했어
정말 뭐가 뭔지
대체 정말 뭐가 뭔지
나는 어떻게 너 없인
아무것도 못해
왜 이런거죠
내가 왜 이런거죠
아무렇지 않은데
왜 내가 힘들까요
내가 아픈가요
많이 아픈가요
난 아무렇지않죠
정말 아무렇지않죠 모든게
왜 이렇게 살아가는지
이렇게 힘든지
왜이렇게 된거죠
아무일도 없던것처럼
난 웃고 지내요
정말 아무렇지도않게
근데 왜 이런거죠
내가 왜 이럴까요
아무렇지않은데
왜 내가 힘들까요
내가 아픈가요
많이 아픈가요
난 아무렇지않죠
정말 아무렇지않죠 모든게
근데 왜 자꾸만"
2007,13,1592995,비밀번호 486,윤하 (YOUNHA),"한시간마다 보고 싶다고
감정없이 말하지 말아
흔하게 널린 연애지식은 통하지 않아
백번을 넘게 사랑한다고
감동없이 말하지 말아
잘 잡혀가던 분위기마저 깨버리잖아
여자는 생각보다 단순하지 않아
행복하게 만드는 방법도
조금씩은 달라
하루에 네번 사랑을 말하고
여덟번 웃고
여섯번의 키스를 해줘
날 열어주는
단 하나뿐인 비밀번호야
누구도 알 수 없게
너만이 나를 가질수 있도록
You're my secret boy boy boy
boy boy boy
아무데서나 나타나지마
항상 놀라지만은 않아
화장기없는 얼굴 보이면 화도 나는걸
남자는 여자만큼 섬세하질 않아
하고 싶은 대로만 한다면
다 된다고 믿어
하루에 네번 사랑을 말하고
여덟번 웃고
여섯번의 키스를 해줘
날 열어주는
단 하나뿐인 비밀번호야
누구도 알 수 없게
너만이 나를 가질수 있도록
You're my secret boy boy boy
boy boy boy
어렵다고 포기하진 말아줘
너 하나만 원하는 날 알아줘
바람둥이 같은 남자들에게
여자들은 늘 속곤 하는걸
날 애태우고 달랠줄 아는
니가 되길 바래
하루에 네번 사랑을 말하고
여덟번 웃고
여섯번의 키스를 해줘
날 열어주는
단 하나뿐인 비밀번호야
누구도 알 수 없게
너만이 나를 가질수 있도록
You're my secret boy boy boy
boy boy boy
boy boy boy
boy boy boy"
2007,14,1556547,Fan,에픽하이 (EPIK HIGH),"oh 가질수가 없어도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do
널 사랑한다고
내가 누군지는 몰라도
Oh baby don't you know
내 이름도 모르죠
오늘도 밤새도록 맘 졸이고
그대 바라보고 있죠
Oh so beutiful
손에 쥔 당신의 독사진
세상의 환호성에 파묻힌
내 미친 사랑의 속삭임
듣고 있지도 않겠죠
난 죽어도 안되겠죠
그러겠죠 다음 세상에도
내가 누군지도 모르고 살겠죠
너무나도 그댈 가지고 싶어
난 돌이킬수가 없죠
오늘밤도 입을 맞추고 싶어
베개를 꽉 붙잡겠죠
오늘이 우리의 첫 만남이
맞는거겠죠
그런 문답은 언제나
당신만 하는 거겠죠
나는 그대 뒷모습에
오늘도 말을 걸겠죠
항상 같은건데도
떨림에 인사를 건네죠
이 세상의 모든 귀를 막아도
그대만은 내 말을 들어줘
멀어지는 그대 뒷모습에
굳어가는 날 흔들어줘
멀리서 저 멀리서 점이 되어가
어디에서 그댈 볼 수 있을까
말해줘
oh 가질수가 없어도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do 널 사랑한다고
내가 누군지는 몰라도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do 널 사랑한다고
내가 누군지는 몰라도
오늘은 왜 웃지 않고
있을까 그대 무슨 일인지
별일 아니었음 좋겠는데
시름이 가득한 그대 얼굴
난 볼 수 가 없는데
차라리 내가 아픈게 낫겠어
그럴 수 가 없는게
너무나도 안타까워
오늘 하루만은
날 반가워 잘있었죠
물어본다면
대답 할 수 있는 날 안아줘
닿지도 만질수도
안을수도 없는 그대여
오늘밤도 난 그댈 만나러 가요
내 꿈속에서
꿈속에서라도 모두가 말리고
내 사랑 비웃더라도
미쳤다고 모두가 말하고
온 세상 지우더라도
당신은 내껀데
보잘것 없는 시선들에게 뺏겨
왜 No 난 절대 못해
나만 바라보게 해줄께
모든걸 다 줄께 입맞출 때
세상을 다 가져다 줄께
절대 날 떠나가지 못하게
불이 꺼져버린
가슴에 가둘께
You are My star
I'm your no1 fan
baby please take my hand
oh 가질수가 없어도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do
널 사랑한다고
내가 누군지는 몰라도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do
널 사랑한다고
내가 누군지는 몰라도
oh 가질수가 없어도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do
널 사랑한다고
내가 누군지는 몰라도
내 머릿속에 서라도
만질수가 없어도
그저 헛된 꿈이라도
말할수가 없어도
멀리서 숨어서라도
You know I do
널 사랑한다고
미친 사랑에 빠진
boy say girl say oh oh oh
바보같은 사랑에 빠진
boy say girl say oh oh oh
헛된 사랑에 빠진
boy say girl say oh oh oh
나같은 사랑에 빠진
boy say girl say oh oh oh
내가 누군지는 몰라도"
2007,15,1698598,거짓말,BIGBANG (빅뱅),"ye love is pain
to all my brokenhearted people
one's old a flame
scream my name
and i'm so sick of love songs
ye i hate damn love song
memento of ours
거짓말
늦은 밤 비가 내려와
널 데려와
젖은 기억 끝에 뒤척여 나
너 없이 잘 살 수 있다고
다짐 해봐도 어쩔 수 없다고
못하는 술도 마시고
속타는 맘 밤새 채워봐도
싫어 너 없는 하루는 길어 빌어
제발 잊게 해달라고
너 없는 내겐 웃음이 보이지 않아
눈물조차 고이지 않아
더는 살고 싶지 않아
엿같애 열받게
니 생각에 돌아버릴것 같애
보고 싶은데 볼 수가 없대
모두 끝났대
I'll be right there
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어
네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게
그댈 위해서 불러왔던
내 모든 걸 다 바친 노래
사람들은 모르겠죠
난 혼자 그 아무도 아무도 몰래
그래 내가 했던 말은 거짓말
홀로 남겨진 외톨이
그 속에 헤매는 내 꼴이
주머니 속에 꼬깃꼬깃
접어둔 이별을 향한 쪽지
넌 어딨나요 널 부르는 습관도
난 달라질래
이젠 다 웃어넘길게
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어
네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게
모든게 꿈이길
이것밖에 안되는 나라서
아직도 너를 못 잊어
아니 평생을 가도 죽어서까지도
내가 준 상처 아물었는지
미안해
아무것도 해준게 없는 나라서
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어 네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게"
2007,16,1579229,왼쪽가슴,케이윌,"그렇게 쉬울 줄 몰랐죠
나를 잊을 줄은 알았지만
그렇게 빠를 줄 몰랐죠
다른 사람 생길 줄 알았지만
나밖에 나 밖엔 안 된다며
울던 그대 곁에
어떻게 다른 사람이 있죠
왼쪽 가슴이 너무 아파
뭔가 누르는 것만 같아
하루 종일 숨을 쉴 때마다
니 생각이 떠오르거나
니 소식이 들릴 때마다
몇 달째 이렇게 계속 아파
잘한 일이라고
몇 번을 다짐해봐도
어떻게 웃을 수가 있죠
아직도 난 숨도 못 쉬는데
어떻게 행복할 수 있죠
모든게 난 어색하기만 한데
나 없이 나 없인 못 산다며
울던 그대 눈이
어떻게 다른 사람을 보죠
왼쪽 가슴이 너무 아파
뭔가 누르는 것만 같아
하루 종일 숨을 쉴 때마다
니 생각이 떠오르거나
니 소식이 들릴 때마다
몇 달째 이렇게 계속 아파
잘한 일이라고
몇 번을 다짐해봐도
다짐해봐도 다짐해봐도
하고 또 해봐도
넌 내 여자 같아 아직도
넌 내 여자 같아
어떻게 널 보내란 말이야
왼쪽 가슴이 너무 아파
뭔가 누르는 것만 같아
하루 종일 숨을 쉴 때마다
니 생각이 떠오르거나
니 소식이 들릴 때마다
몇 달째 이렇게 계속 아파
잘한 일이라고
몇 번을 다짐해봐도"
2007,17,1563629,남자야,먼데이 키즈 (Monday Kiz),"이미 다른 사람 곁에
니가 있는데
그의 손을 잡고 있는데
한 걸음도 못하고
늘 제자리인 걸
또 오늘도 하루 만큼
멀어지는 걸
내가 될 수 없는지
널 사랑할 사람
바보처럼 눈물로 삼켜보지만
가슴에 니가 꼭 얹혀서
눈가에 니가 꼭 맺혀서
입가에 수없이 맴돈말
널 사랑 한다고
잊으려 발버둥쳐봐도
지우려 술에 늘 취해도
그리울 너잖아 찾아올 너잖아
시린 가슴 한숨에 털어내려해도
가슴 끝에 사는 한 사람
가끔 먼발치라도 한순간이라도
보고싶어 니가 있는
거릴 걷는데
내가 될 수 없는지
널 사랑할 사람
바보처럼 눈물로 삼켜보지만
가슴에 니가 꼭 얹혀서
눈가에 니가 꼭 맺혀서
입가에 수없이 맴돈말
널 사랑한다고
잊으려 발버둥쳐봐도
지우려 술에 늘 취해도
그리울 너잖아 찾아올 너잖아
이런 나를 모르고
못난 날 버리고
그렇게 그에게 안겨서
또 살아가잖아
그 사람 자꾸만 미워서
내사랑 가진게 미워서
또 다시 되돌려 달라고
말하고 싶지만
나보다 잘해줄 남자야
나보다 사랑할 남자야
부디 날 잊어줘 그렇게 살아줘"
2007,18,1615772,한여름날의 꿈 (Duet With 옥주현),SG 워너비,"나의 꿈이 하나 있다면
한 여름날 하얀 눈을 보는 일
겨울이 오기 전에
가을이 가기 전에
난 널 떠나야 하니까
매일 내 곁을 지켜주는
니가 있어서 정말 다행이야
저 멀리 떠나도 저 하늘에 있어도
나를 잊지 말아줘
널 사랑하니까 행복해야 하니까
좋은 사랑 만나 날 잊고 살아가
니 곁에 내가 있어주지 못해서
그게 제일 미안해
하늘에서도 눈이 내려와
우리의 사랑이 너무나 예뻐서
하늘이 주는 선물인가봐
너와 나를 위해
너의 꿈이 하나 있다면
한 여름날 하얀 눈을 보는 일
겨울이 오기 전에
가을이 가기 전에
널 보내야만 하니까
너의 네번째 손가락에
작은 반지를 하나 끼워주고
저 멀리 떠나도 저 하늘에 있어도
나의 신부가 돼줘
널 사랑하니까 너는 내 여자니까
영원히 너만을 지켜주고 싶어
너 대신 내가 아파주지 못해서
그게 제일 미안해
하늘에서도 눈이 내려와
우리의 사랑이 너무나 예뻐서
하늘이 주는 선물인가봐
너와 나를 위해
나 울지 않을게 너를 위해 웃을게
니가 하는 말이면 다 들어줄게
다시 태어나 누굴 사랑한대도
나는 너였으면 해
하늘에서도 날 잊지는 마
너 없인 나 어떻게 살아가라고
내가 없어도 행복해야 해
나 만날때까지"
2007,19,1592906,남자도... 어쩔 수 없다.,EVAN 에반 (유호석),"입술이 모두 말라가고
한숨이 자꾸 잦아들고
이 사랑이 지쳐 시들도록
난 이렇게 버려둔다
널 하나도 기억 못한다고
널 무심히 모두 잊었다고
하루종일 날 봐도
아무도 알지 못할만큼
무슨 일이 있는 듯 없는 듯
희미해진다
나 표정 없이 살다
마음 없이 살다
나 그런대로 이렇게
나 술을 마셔 본다
너에 취해 본다
더 흘릴 눈물 하나 없는데
남자도 사랑 앞에선
모두 어쩔 수 없다
너를 묻고 살다 자꾸 꺼내 본다
너는 모르겠지 이런 나
말수가 점점 줄어들고
끊은 담배가 더 늘어가고
자꾸만 멍하게 지내는
시간이 점점 길어지고
난 어디에도 마음을
가슴을 둘 수 없는데
나 표정 없이 살다
마음 없이 살다
나 그런대로 이렇게
나 술을 마셔 본다
너에 취해 본다
더 흘릴 눈물 하나 없는데
남자도 사랑 앞에선
모두 어쩔 수 없다
너를 묻고 살다 자꾸 꺼내 본다
너는 모르겠지 이런 나
괜찮아 늘 말을 하며
겨우 하루를 또 보낸다
숨만 쉬며 살다 너를 잃고 산다
그런대로 이렇게
숨을 쉬긴 한다 살아지긴 한다
더 흘릴 눈물 하나 없는데
남자도 사랑 앞에선
모두 어쩔 수 없다
하고 싶던 말이 못해줬던 말이
자꾸 입안에서 맴돌아
아무렇지 않은듯
말해본다 혼잣말
Hard to breath
사랑해 미안하다"
2007,20,1646085,나 이젠 (Duet 진성 Of 먼데이키즈),최현준 (V.O.S),"아침에 일어나 눈을 떴을 때
지갑 속에 니 모습이 보일 때
매일매일 니생각에
하루 하루 지나가면 잊을까
겁쟁이가 됐나봐
니 목소릴 들어도
숨이차게 너를 가지 말라고
매일매일매일 다짐하면서
애타게 너를 찾을 것 같아
나 이젠
뜨루룹릅뚜 나 이젠
백번 넘게 자꾸만 너를 부를 때
눈물나고
사람들 매번
너의 안부를 물을 때
자꾸 자꾸 눈물이 나
하루하루 지나가면
잊을 수 있을까
겁쟁이가 됐나봐
니목소릴 들어도
숨이차게 너를 가지말라고
매일매일매일 다짐하면서
애타게 너를 찾을 것 같아
나 이젠
뜨루룹릅뚜 나 이젠
멀리서 한번만
너무나 보고싶어 한번만
밤새도록 걷다가
거리를 서성이다가
지우고 또 지워도
잊지 못할 건가봐
머릿속에 가득 너만 있나봐
매일매일 매일 돌이켜봐도
떠나간 너를 잡을수 없어
죽어도 너를 돌릴수 없어
겁쟁이가 됐나봐
니 목소릴 들어도
숨이차게 너를 가지 말라고
매일매일매일 다짐하면서
애타게 너를 찾을 것 같아
겁쟁이가 됐나봐
니 목소릴 들어도
숨이차게 너를 가지 말라고
매일매일매일 다짐하면서
애타게 너를 찾을 것 같아
나 이젠
뜨루룹릅뚜 나 이젠"
2007,21,1622092,가슴아 그만해,엠씨더맥스 (M.C the MAX),"참 많이 사랑했다는 말이
내 가슴 끝에 걸려서
숨을 쉬면 한숨이 되고
눈을 감으면 눈물이돼
머리가 내 가슴을 혼내고
바쁘게 나를 보채도
떠난 네가 살아날 때마다
덜컥 다시 겁이 나
하루가 힘들어져
가슴아
눈물아
한숨아
사랑아
왜잊지 못하니
떨쳐 버리고 쉬지 못하니
제발 내게 말해줘
거짓말 이라도 좀 해줘
돌아 온다고
나에게 돌아오고 있다고
더 많이 안아줘야 했는데
더 예뻐해야 했는데
못난 네가 생각날 때마다
시린 눈물이 흘러
멈출 수가 없잖아
가슴아
눈물아
한숨아
사랑아
왜 잊지 못하니
떨쳐 버리고 쉬지 못하니
제발 내게 말해줘
거짓말이라도 좀 해줘
돌아 온다고
나에게 돌아오고 있다고
조금씩 무뎌지며
모두가 그렇듯 살겠죠
슬퍼서 죽지는 않겠죠
그 이름
그 얼굴
그 웃음
그 전부를
어떻게 잊겠니
수많은 너를 안고 사는데
그렇게 나 견딜께
그렇게 믿고 살아 볼께
오늘 하루만 버티면
네가 돌아 온다고
가슴아 다시 돌아 올꺼야..."
2007,22,1649188,사랑앓이,FTISLAND (FT아일랜드),"그리울 때 눈 감으면
더 잘 보이는 그런 사람
잊으려 하고 지우려 하면
더 많이 생각나는 사람
그 사람 꼭 올 거라고
내 가슴에 해로운 거짓말을 하고
꼭 올 거라는 말은 안 했지만
기다릴 수 밖에 없는 사람
너무나 많이 사랑한 죄
널 너무나 많이 사랑한 죄
난 너로 인해 그 죄로 인해
기다림을 앓고 있다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고 이렇게
그 사람 꼭 올 거라고
내 가슴에 해로운 거짓말을 하고
꼭 올 거라는 말은 안 했지만
기다릴 수 밖에 없는 사람
너무나 많이 사랑한 죄
널 너무나 많이 사랑한 죄
난 너로 인해 그 죄로 인해
기다림을 앓고 있다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고
헤어짐은 늘 빠른 사람
잊혀짐은 늘 더딘 사람
늘 나에게만 늘 모진 사람
나 혼자 앓고 있었다고
그대 나를 이렇게 멀리
떠나가야만 했니
그대 나를 이렇게 멀리
떠나가야만 했니
그저 내 목숨 다 바쳐 사랑할 사람
이제 날 잊고 살아갈 무정한 사람
그저 내 전부를 다 바쳐
사랑할 사람
이제 날 잊고 살아갈 너
내 목숨 다 바쳐서 사랑할 사람
내게는 눈물만 주고 간 사람
늘 나에게만 늘 모진 사람
나 혼자 앓고 있었다고
내가 더 많이 사랑한 죄
널 너무나 많이 그리워한 죄
난 너로 인해 그 죄로 인해
눈물로 앓고 있다고 이렇게"
2007,23,1634717,사랑..그게 뭔데,양파,"무슨 뜻인 건가요 지금 한 그 말
잊으라는 지우라는 차가운 한 마디
믿어지지 않아요 거짓말 같아
왜 우리가 왜 우리가 헤어져야 해
제발 말해줘요 잘못 들은 거라고
이러다 내 가슴이 터지기 전에
대체 네가 뭔데 날 울려 날 울려
어떻게 네가 날 떠나가
이렇게 버릴걸 왜 나를 가졌니
사랑 그게 뭔데 이토록
가슴에 힘겨운 상처만 남겨놔
너 아닌 누구도 이제 다신 품을 수 없게
나를 알잖아요 여린 사람이란 걸
왜 기어코 자꾸 날 독해지게 해
대체 네가 뭔데 날 울려 날 울려
어떻게 네가 날 떠나가
이렇게 버릴걸 왜 나를 가졌니
사랑 그게 뭔데 이토록 가슴에
힘겨운 상처만 남겨놔
너 아닌 누구도 이제 다신 품을 수 없게
도대체 어쩌라고 날 더러 날 더러
왜 나를 미치게 만들어
네까짓 게 뭔데 날 아프게 해
그런 너를 위해 지금껏 모든 걸
다 줬던 내가 난 더 미워
그런 널 아직도 사랑하는 내가 더 미워
사랑해 사랑해 사랑해 사랑해 아직도 너를
사랑해 사랑해 사랑해 영원히
돌아와 돌아와 나의 곁으로 제발"
2007,24,1645081,사랑의 인사,씨야,"비내리는 거릴 좋아 했었죠
우산없이 나와 함께 걸었죠
다시 내리는 비에 그대 생각나
눈물날 것 같은데
둘이 걷다보면 나를 위해서
습관처럼 왼쪽 편에 세웠죠
내 여자라고
내가 지켜야 한다고
버릇처럼 말했죠
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠
가끔 그대 어깨 기대 잠들면
아무 말도 없이 안아주었죠
고마웠다고 이젠 말할수 있는데
그댄 어디 있나요
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠
보고파 소리쳐봐도
그리워 불러도
닿을 수가 없는 그댄가봐
이젠 나를 잊었나봐
그대가 못난 바보라고 할까봐
내 사랑 너무나 아낀 것 같아
괜한 자존심 하나 때문에
사랑한단 말도 못했어요
못잊어 그립다는 말도 못하고
그대가 나를 또 찾지 않을까
지나가는 발소리 그대이기를
원하고 또 원하죠"
2007,25,1566277,Irony (아이러니),원더걸스,"자꾸 첨이란 말을 너무 많이해
이런 감정은 첨이라며 말을 하는게 이상해
난 다른 여자들과 다르다는게 좀 수상해
내가 아는 애만 해도 몇 명인데
그 여자들은 아무 의미도 없다는게 이상해
그동안 사귀었던 여잔 뭐였는데
말이 도무지 안되잖아
***
남잔 다 믿어서는 안된다고 하면서
너만 다르다고 말하는 건 뭐야
Irony 말도 안 돼 x 3
말도 안 되는 말 정말
여잔 다 가지고 놀기만 했었다면서
나만 다르게 생각한단 건 뭐야
Irony 말도 안 돼 x 3
말도 안 되는 말 정말
다른 남자 애들 안 좋은 얘기를
자꾸 내게 자세히 말해 주는게 너무 이상해
니 친구들 안 좋은 얘길 왜 내게 계속 말해
너만 안 그렇단 말이 좀 이상해
니 친구들 모두 너와 함께 다니잖아 말이 돼
친구들 모두 다 그러고 있는데
너만 안그러고 있는게
*** 반복
너무 진실한 것처럼 말이지
너무 그러니까 이상한거지
말을 곧이 곧대로 듣지 못하고
자꾸 의심하게 돼 믿지 못하고
잠시 생각해보면 니가 뭣하러
그렇게까지 나에게 환심을 사려
할까 싶어서 믿어보려고도 해봤어
하지만 수상해 아무래도 안되겠어
*** 반복"
2007,26,1724693,Tell me (Sampling From 'Two Of Hearts'),원더걸스,"너도 날 좋아할 줄은 몰랐어
어쩌면 좋아 너무나 좋아
꿈만 같아서 나 내 자신을
자꾸 꼬집어봐 너무나 좋아
네가 날 혹시 안 좋아할까봐
혼자 얼마나 애태운지 몰라
그런데 니가 날 사랑한다니
어머나 다시 한 번 말해봐
Tell me tell me
tell tell tell tell tell
tell me
나를 사랑한다고
날 기다려왔다고
tell me tell me
tell tell tell tell tell
tell me
내가 필요하다 말해 말해줘요
tell me tell me
tell tell tell tell tell
tell me
자꾸만 듣고 싶어
계속 내게 말해줘
tell me tell me
tell tell tell tell tell
tell me
꿈이 아니라고 말해 말해줘요
어쩜 내 가슴이 이렇게 뛰니
가슴이 정말 터질 것 같아
네가 날 볼 때면 전기에 감전된
사람처럼 전기가 올라
얼마나 오래 기다린지 몰라
얼마나 오래 꿈꿨는지 몰라
그런데 네가 날 사랑한다니
어머나 다시 한 번 말해봐
Tell me tell me
tell tell tell tell tell
tell me
나를 사랑한다고
날 기다려왔다고
tell me tell me
tell tell tell tell tell
tell me
내가 필요하다 말해 말해줘요
tell me tell me
tell tell tell tell tell
tell me
자꾸만 듣고 싶어
계속 내게 말해줘
tell me tell me
tell tell tell tell tell
tell me
꿈이 아니라고 말해 말해줘요
tell me tell me tell me you
want me want me want me too
Tell me tell me tell me you
love me too love me too
얼마나 오래 기다린지 몰라
얼마나 오래 꿈꿨는지 몰라
그런데 네가 날 사랑한다니
어머나 다시 한 번 말해봐
Tell me tell me
tell tell tell tell tell
tell me
나를 사랑한다고
날 기다려왔다고
tell me tell me
tell tell tell tell tell
tell me
내가 필요하다 말해 말해줘요
tell me tell me
tell tell tell tell tell
tell me
자꾸만 듣고 싶어
계속 내게 말해줘
tell me tell me
tell tell tell tell tell
tell me
꿈이 아니라고 말해 말해줘요
Tell me tell me
tell tell tell tell tell
tell me
tell tell tell tell tell
tell me
tell me tell me"
2007,27,1581597,톡!톡!톡! (Toc Toc Toc)(CF - 투싼 '이효리'편),이효리,"Yeah turn the Lights off
get you’re freak on mami
It’s time for U to shake
that mami
Girl U know da deal
So u better teach’em
somthin’ talk to them
아슬아슬 훔쳐보는 니 시선이
느껴지지
살금살금 다가오는 니 숨소리
들려 오지
내 방 앞에 멈춰 있는 발걸음이
느껴질 때
두근두근 설레이는 내가슴은
Hot in here
살며시 단 둘이 단 둘이 놀아
아무도 모르게
이제 널 초대해 Come on Come on
이 밤의 fantasy
내게 노크를 해줘 Baby Toc
Toc Toc
나의 마음을 열어줘 Honey 꼭꼭꼭
오늘밤 우린 Crazy 오늘 난
너의 Lady
불같은 느낌은 On n On n
On n On
빗물처럼 촉촉하게 내 입술이
젖어 들지
바람처럼 나른하게 네 숨결이
불어오지
머리부터 발끝까지 네 손길이
스쳐질 때
태양처럼 달아오른 이 시간은
Hot in here
살며시 단 둘이 단 둘이 놀아
아무도 모르게
이제 널 초대해 Come on
Come on
이 밤의 fantasy
내게 노크를 해줘 Baby Toc
Toc Toc
나의 맘을 열어줘 Honey 꼭꼭꼭
오늘밤 우린 Crazy 오늘
난 너의 Lady
불같은 느낌은 On n On n
On n On
너의 그 부드러운 touch는
마치 티슈
나를 불태우며 녹여 니
뜨거운 키스
내게 전해져 니 맘이 On
and On
나 또한 원해 널 너처럼
원해 Girl
오늘밤 나는 너의 All night love
너를 흠뻑 적셔줄께 소나기처럼
So follow me mam 어서
니 옷을 벗어
여기는 할로윈 파티도 아닐
뿐더러 더워
내게 노크를 해줘 Baby
Toc Toc Toc
나의 맘을 열어줘 Honey 꼭꼭꼭
오늘밤 우린 Crazy 오늘
난 너의 Lady
불같은 느낌은 On n On n
On n On
다시 노크를 해줘 Baby Toc
Toc Toc
나의 문을 열어줘 Honey 꼭꼭꼭
어두운 별빛 아래 비밀스런 밤에
매일 밤 너와 나 On n On n
On n On
Hey U lady lady Don’t stop
Shake it baby KK
Make it crazy Let’s take it
to the Top
We won’t stop
Hey U lady lady Don’t stop
Shake it baby KK
Make it crazy Let’s take it
to the Top
We won’t stop"
